filename,case,split
"D41_HE [d=5,x=21568,y=45920,w=2044,h=2072] [d=1,x=0,y=0,w=512,h=512]",D041,train
"D41_HE [d=5,x=21568,y=45920,w=2044,h=2072] [d=1,x=0,y=256,w=512,h=512]",D041,train
"D41_HE [d=5,x=21568,y=45920,w=2044,h=2072] [d=1,x=256,y=0,w=512,h=512]",D041,val
"D41_HE [d=5,x=21568,y=45920,w=2044,h=2072] [d=1,x=256,y=256,w=512,h=512]",D041,train
"D41_HE [d=5,x=23145,y=5858,w=1139,h=1451] [d=1,x=0,y=0,w=512,h=512]",D041,train
"D41_HE [d=5,x=23145,y=5858,w=1139,h=1451] [d=1,x=0,y=256,w=512,h=512]",D041,val
"D41_HE [d=5,x=27774,y=40671,w=2958,h=3341] [d=1,x=0,y=0,w=512,h=512]",D041,train
"D41_HE [d=5,x=27774,y=40671,w=2958,h=3341] [d=1,x=0,y=256,w=512,h=512]",D041,val
"D41_HE [d=5,x=27774,y=40671,w=2958,h=3341] [d=1,x=0,y=512,w=512,h=512]",D041,val
"D41_HE [d=5,x=27774,y=40671,w=2958,h=3341] [d=1,x=256,y=0,w=512,h=512]",D041,train
"D41_HE [d=5,x=27774,y=40671,w=2958,h=3341] [d=1,x=256,y=256,w=512,h=512]",D041,train
"D41_HE [d=5,x=27774,y=40671,w=2958,h=3341] [d=1,x=256,y=512,w=512,h=512]",D041,train
"D41_HE [d=5,x=27774,y=40671,w=2958,h=3341] [d=1,x=512,y=0,w=512,h=512]",D041,train
"D41_HE [d=5,x=27774,y=40671,w=2958,h=3341] [d=1,x=512,y=256,w=512,h=512]",D041,train
"D41_HE [d=5,x=27774,y=40671,w=2958,h=3341] [d=1,x=512,y=512,w=512,h=512]",D041,train
"D42_HE [d=5,x=22377,y=11031,w=2808,h=2896] [d=1,x=0,y=0,w=512,h=512]",D042,train
"D42_HE [d=5,x=22377,y=11031,w=2808,h=2896] [d=1,x=0,y=256,w=512,h=512]",D042,train
"D42_HE [d=5,x=22377,y=11031,w=2808,h=2896] [d=1,x=0,y=512,w=512,h=512]",D042,train
"D42_HE [d=5,x=22377,y=11031,w=2808,h=2896] [d=1,x=256,y=0,w=512,h=512]",D042,train
"D42_HE [d=5,x=22377,y=11031,w=2808,h=2896] [d=1,x=256,y=256,w=512,h=512]",D042,train
"D42_HE [d=5,x=22377,y=11031,w=2808,h=2896] [d=1,x=256,y=512,w=512,h=512]",D042,val
"D42_HE [d=5,x=22377,y=11031,w=2808,h=2896] [d=1,x=512,y=0,w=512,h=512]",D042,val
"D42_HE [d=5,x=22377,y=11031,w=2808,h=2896] [d=1,x=512,y=256,w=512,h=512]",D042,train
"D42_HE [d=5,x=22377,y=11031,w=2808,h=2896] [d=1,x=512,y=512,w=512,h=512]",D042,train
"D42_HE [d=5,x=9491,y=31525,w=1380,h=1465] [d=1,x=0,y=0,w=512,h=512]",D042,train
"D42_HE [d=5,x=9491,y=31525,w=1380,h=1465] [d=1,x=0,y=256,w=512,h=512]",D042,train
"D42_HE [d=5,x=9491,y=31525,w=1380,h=1465] [d=1,x=256,y=0,w=512,h=512]",D042,train
"D42_HE [d=5,x=9491,y=31525,w=1380,h=1465] [d=1,x=256,y=256,w=512,h=512]",D042,val
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=0,y=0,w=512,h=512]",D044,train
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=0,y=256,w=512,h=512]",D044,val
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=0,y=512,w=512,h=512]",D044,train
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=0,y=768,w=512,h=512]",D044,train
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=256,y=0,w=512,h=512]",D044,train
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=256,y=256,w=512,h=512]",D044,train
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=256,y=512,w=512,h=512]",D044,train
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=256,y=768,w=512,h=512]",D044,train
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=512,y=0,w=512,h=512]",D044,train
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=512,y=256,w=512,h=512]",D044,train
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=512,y=512,w=512,h=512]",D044,val
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=512,y=768,w=512,h=512]",D044,train
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=768,y=0,w=512,h=512]",D044,train
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=768,y=256,w=512,h=512]",D044,train
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=768,y=512,w=512,h=512]",D044,train
"D44_HE [d=5,x=42570,y=10650,w=5000,h=5000] [d=1,x=768,y=768,w=512,h=512]",D044,val
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=0,y=0,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=0,y=1024,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=0,y=256,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=0,y=512,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=0,y=768,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=1024,y=0,w=512,h=512]",D044,val
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=1024,y=1024,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=1024,y=256,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=1024,y=512,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=1024,y=768,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=1280,y=0,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=1280,y=1024,w=512,h=512]",D044,val
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=1280,y=256,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=1280,y=512,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=1280,y=768,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=256,y=0,w=512,h=512]",D044,val
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=256,y=1024,w=512,h=512]",D044,val
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=256,y=256,w=512,h=512]",D044,val
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=256,y=512,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=256,y=768,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=512,y=0,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=512,y=1024,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=512,y=256,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=512,y=512,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=512,y=768,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=768,y=0,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=768,y=1024,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=768,y=256,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=768,y=512,w=512,h=512]",D044,train
"D44_HE [d=5,x=50807,y=13147,w=6667,h=5790] [d=1,x=768,y=768,w=512,h=512]",D044,val
"D44_HE [d=5,x=7903,y=22800,w=1806,h=2117] [d=1,x=0,y=0,w=512,h=512]",D044,train
"D44_HE [d=5,x=7903,y=22800,w=1806,h=2117] [d=1,x=0,y=256,w=512,h=512]",D044,val
"D44_HE [d=5,x=7903,y=22800,w=1806,h=2117] [d=1,x=256,y=0,w=512,h=512]",D044,train
"D44_HE [d=5,x=7903,y=22800,w=1806,h=2117] [d=1,x=256,y=256,w=512,h=512]",D044,train
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=0,y=0,w=512,h=512]",D045,val
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=0,y=256,w=512,h=512]",D045,train
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=0,y=512,w=512,h=512]",D045,train
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=1024,y=0,w=512,h=512]",D045,train
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=1024,y=256,w=512,h=512]",D045,train
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=1024,y=512,w=512,h=512]",D045,train
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=256,y=0,w=512,h=512]",D045,train
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=256,y=256,w=512,h=512]",D045,val
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=256,y=512,w=512,h=512]",D045,val
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=512,y=0,w=512,h=512]",D045,train
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=512,y=256,w=512,h=512]",D045,val
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=512,y=512,w=512,h=512]",D045,train
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=768,y=0,w=512,h=512]",D045,train
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=768,y=256,w=512,h=512]",D045,train
"D45_HE [d=5,x=21615,y=24920,w=6145,h=3279] [d=1,x=768,y=512,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=0,y=0,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=0,y=1024,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=0,y=256,w=512,h=512]",D045,val
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=0,y=512,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=0,y=768,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=1024,y=0,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=1024,y=1024,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=1024,y=256,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=1024,y=512,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=1024,y=768,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=256,y=0,w=512,h=512]",D045,val
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=256,y=1024,w=512,h=512]",D045,val
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=256,y=256,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=256,y=512,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=256,y=768,w=512,h=512]",D045,val
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=512,y=0,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=512,y=1024,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=512,y=256,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=512,y=512,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=512,y=768,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=768,y=0,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=768,y=1024,w=512,h=512]",D045,train
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=768,y=256,w=512,h=512]",D045,val
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=768,y=512,w=512,h=512]",D045,val
"D45_HE [d=5,x=30427,y=29591,w=5311,h=6159] [d=1,x=768,y=768,w=512,h=512]",D045,train
"D45_HE [d=5,x=35610,y=10030,w=3261,h=3201] [d=1,x=0,y=0,w=512,h=512]",D045,train
"D45_HE [d=5,x=35610,y=10030,w=3261,h=3201] [d=1,x=0,y=256,w=512,h=512]",D045,train
"D45_HE [d=5,x=35610,y=10030,w=3261,h=3201] [d=1,x=0,y=512,w=512,h=512]",D045,val
"D45_HE [d=5,x=35610,y=10030,w=3261,h=3201] [d=1,x=256,y=0,w=512,h=512]",D045,train
"D45_HE [d=5,x=35610,y=10030,w=3261,h=3201] [d=1,x=256,y=256,w=512,h=512]",D045,train
"D45_HE [d=5,x=35610,y=10030,w=3261,h=3201] [d=1,x=256,y=512,w=512,h=512]",D045,train
"D45_HE [d=5,x=35610,y=10030,w=3261,h=3201] [d=1,x=512,y=0,w=512,h=512]",D045,val
"D45_HE [d=5,x=35610,y=10030,w=3261,h=3201] [d=1,x=512,y=256,w=512,h=512]",D045,train
"D45_HE [d=5,x=35610,y=10030,w=3261,h=3201] [d=1,x=512,y=512,w=512,h=512]",D045,val
"D45_HE [d=5,x=46933,y=32146,w=2322,h=883] [d=1,x=0,y=0,w=512,h=512]",D045,train
"D45_HE [d=5,x=46933,y=32146,w=2322,h=883] [d=1,x=256,y=0,w=512,h=512]",D045,train
"D46_HE [d=5,x=16944,y=44139,w=2514,h=2047] [d=1,x=0,y=0,w=512,h=512]",D046,train
"D46_HE [d=5,x=16944,y=44139,w=2514,h=2047] [d=1,x=0,y=256,w=512,h=512]",D046,train
"D46_HE [d=5,x=16944,y=44139,w=2514,h=2047] [d=1,x=256,y=0,w=512,h=512]",D046,train
"D46_HE [d=5,x=16944,y=44139,w=2514,h=2047] [d=1,x=256,y=256,w=512,h=512]",D046,train
"D47_HE [d=5,x=22754,y=33423,w=2936,h=3794] [d=1,x=0,y=0,w=512,h=512]",D047,train
"D47_HE [d=5,x=22754,y=33423,w=2936,h=3794] [d=1,x=0,y=256,w=512,h=512]",D047,train
"D47_HE [d=5,x=22754,y=33423,w=2936,h=3794] [d=1,x=0,y=512,w=512,h=512]",D047,train
"D47_HE [d=5,x=22754,y=33423,w=2936,h=3794] [d=1,x=256,y=0,w=512,h=512]",D047,train
"D47_HE [d=5,x=22754,y=33423,w=2936,h=3794] [d=1,x=256,y=256,w=512,h=512]",D047,train
"D47_HE [d=5,x=22754,y=33423,w=2936,h=3794] [d=1,x=256,y=512,w=512,h=512]",D047,train
"D47_HE [d=5,x=22754,y=33423,w=2936,h=3794] [d=1,x=512,y=0,w=512,h=512]",D047,train
"D47_HE [d=5,x=22754,y=33423,w=2936,h=3794] [d=1,x=512,y=256,w=512,h=512]",D047,val
"D47_HE [d=5,x=22754,y=33423,w=2936,h=3794] [d=1,x=512,y=512,w=512,h=512]",D047,train
"D47_HE [d=5,x=54398,y=32547,w=1769,h=2083] [d=1,x=0,y=0,w=512,h=512]",D047,train
"D47_HE [d=5,x=54398,y=32547,w=1769,h=2083] [d=1,x=0,y=256,w=512,h=512]",D047,train
"D47_HE [d=5,x=54398,y=32547,w=1769,h=2083] [d=1,x=256,y=0,w=512,h=512]",D047,train
"D47_HE [d=5,x=54398,y=32547,w=1769,h=2083] [d=1,x=256,y=256,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=0,y=0,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=0,y=1024,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=0,y=256,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=0,y=512,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=0,y=768,w=512,h=512]",D047,val
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=256,y=0,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=256,y=1024,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=256,y=256,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=256,y=512,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=256,y=768,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=512,y=0,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=512,y=1024,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=512,y=256,w=512,h=512]",D047,val
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=512,y=512,w=512,h=512]",D047,val
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=512,y=768,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=768,y=0,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=768,y=1024,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=768,y=256,w=512,h=512]",D047,val
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=768,y=512,w=512,h=512]",D047,train
"D47_HE [d=5,x=67703,y=18537,w=4266,h=5149] [d=1,x=768,y=768,w=512,h=512]",D047,train
"D48_HE [d=5,x=10905,y=29724,w=1896,h=2520] [d=1,x=0,y=0,w=512,h=512]",D048,train
"D48_HE [d=5,x=10905,y=29724,w=1896,h=2520] [d=1,x=0,y=256,w=512,h=512]",D048,train
"D48_HE [d=5,x=10905,y=29724,w=1896,h=2520] [d=1,x=256,y=0,w=512,h=512]",D048,train
"D48_HE [d=5,x=10905,y=29724,w=1896,h=2520] [d=1,x=256,y=256,w=512,h=512]",D048,train
"D48_HE [d=5,x=13660,y=12369,w=3290,h=4746] [d=1,x=0,y=0,w=512,h=512]",D048,train
"D48_HE [d=5,x=13660,y=12369,w=3290,h=4746] [d=1,x=0,y=256,w=512,h=512]",D048,train
"D48_HE [d=5,x=13660,y=12369,w=3290,h=4746] [d=1,x=0,y=512,w=512,h=512]",D048,train
"D48_HE [d=5,x=13660,y=12369,w=3290,h=4746] [d=1,x=0,y=768,w=512,h=512]",D048,val
"D48_HE [d=5,x=13660,y=12369,w=3290,h=4746] [d=1,x=256,y=0,w=512,h=512]",D048,train
"D48_HE [d=5,x=13660,y=12369,w=3290,h=4746] [d=1,x=256,y=256,w=512,h=512]",D048,train
"D48_HE [d=5,x=13660,y=12369,w=3290,h=4746] [d=1,x=256,y=512,w=512,h=512]",D048,val
"D48_HE [d=5,x=13660,y=12369,w=3290,h=4746] [d=1,x=256,y=768,w=512,h=512]",D048,train
"D48_HE [d=5,x=13660,y=12369,w=3290,h=4746] [d=1,x=512,y=0,w=512,h=512]",D048,train
"D48_HE [d=5,x=13660,y=12369,w=3290,h=4746] [d=1,x=512,y=256,w=512,h=512]",D048,train
"D48_HE [d=5,x=13660,y=12369,w=3290,h=4746] [d=1,x=512,y=512,w=512,h=512]",D048,val
"D48_HE [d=5,x=13660,y=12369,w=3290,h=4746] [d=1,x=512,y=768,w=512,h=512]",D048,val
"D49_HE [d=5,x=7302,y=32214,w=2831,h=3526] [d=1,x=0,y=0,w=512,h=512]",D049,train
"D49_HE [d=5,x=7302,y=32214,w=2831,h=3526] [d=1,x=0,y=256,w=512,h=512]",D049,train
"D49_HE [d=5,x=7302,y=32214,w=2831,h=3526] [d=1,x=0,y=512,w=512,h=512]",D049,train
"D49_HE [d=5,x=7302,y=32214,w=2831,h=3526] [d=1,x=256,y=0,w=512,h=512]",D049,train
"D49_HE [d=5,x=7302,y=32214,w=2831,h=3526] [d=1,x=256,y=256,w=512,h=512]",D049,train
"D49_HE [d=5,x=7302,y=32214,w=2831,h=3526] [d=1,x=256,y=512,w=512,h=512]",D049,train
"D49_HE [d=5,x=7302,y=32214,w=2831,h=3526] [d=1,x=512,y=0,w=512,h=512]",D049,train
"D49_HE [d=5,x=7302,y=32214,w=2831,h=3526] [d=1,x=512,y=256,w=512,h=512]",D049,val
"D49_HE [d=5,x=7302,y=32214,w=2831,h=3526] [d=1,x=512,y=512,w=512,h=512]",D049,train
"D50_HE [d=5,x=25176,y=19797,w=1990,h=2545] [d=1,x=0,y=0,w=512,h=512]",D050,val
"D50_HE [d=5,x=25176,y=19797,w=1990,h=2545] [d=1,x=0,y=256,w=512,h=512]",D050,train
"D50_HE [d=5,x=25176,y=19797,w=1990,h=2545] [d=1,x=256,y=0,w=512,h=512]",D050,train
"D50_HE [d=5,x=25176,y=19797,w=1990,h=2545] [d=1,x=256,y=256,w=512,h=512]",D050,train
"D51_HE [d=5,x=67657,y=36267,w=2867,h=3324] [d=1,x=0,y=0,w=512,h=512]",D051,val
"D51_HE [d=5,x=67657,y=36267,w=2867,h=3324] [d=1,x=0,y=256,w=512,h=512]",D051,train
"D51_HE [d=5,x=67657,y=36267,w=2867,h=3324] [d=1,x=0,y=512,w=512,h=512]",D051,val
"D51_HE [d=5,x=67657,y=36267,w=2867,h=3324] [d=1,x=256,y=0,w=512,h=512]",D051,train
"D51_HE [d=5,x=67657,y=36267,w=2867,h=3324] [d=1,x=256,y=256,w=512,h=512]",D051,train
"D51_HE [d=5,x=67657,y=36267,w=2867,h=3324] [d=1,x=256,y=512,w=512,h=512]",D051,train
"D51_HE [d=5,x=67657,y=36267,w=2867,h=3324] [d=1,x=512,y=0,w=512,h=512]",D051,train
"D51_HE [d=5,x=67657,y=36267,w=2867,h=3324] [d=1,x=512,y=256,w=512,h=512]",D051,train
"D51_HE [d=5,x=67657,y=36267,w=2867,h=3324] [d=1,x=512,y=512,w=512,h=512]",D051,train
"D53_HE [d=5,x=21487,y=14396,w=2074,h=3351] [d=1,x=0,y=0,w=512,h=512]",D053,train
"D53_HE [d=5,x=21487,y=14396,w=2074,h=3351] [d=1,x=0,y=256,w=512,h=512]",D053,train
"D53_HE [d=5,x=21487,y=14396,w=2074,h=3351] [d=1,x=0,y=512,w=512,h=512]",D053,train
"D53_HE [d=5,x=21487,y=14396,w=2074,h=3351] [d=1,x=256,y=0,w=512,h=512]",D053,val
"D53_HE [d=5,x=21487,y=14396,w=2074,h=3351] [d=1,x=256,y=256,w=512,h=512]",D053,val
"D53_HE [d=5,x=21487,y=14396,w=2074,h=3351] [d=1,x=256,y=512,w=512,h=512]",D053,train
"D53_HE [d=5,x=21525,y=14626,w=943,h=1141] [d=1,x=0,y=0,w=512,h=512]",D053,val
"D53_HE [d=5,x=4982,y=10217,w=3359,h=3969] [d=1,x=0,y=0,w=512,h=512]",D053,train
"D53_HE [d=5,x=4982,y=10217,w=3359,h=3969] [d=1,x=0,y=256,w=512,h=512]",D053,train
"D53_HE [d=5,x=4982,y=10217,w=3359,h=3969] [d=1,x=0,y=512,w=512,h=512]",D053,val
"D53_HE [d=5,x=4982,y=10217,w=3359,h=3969] [d=1,x=0,y=768,w=512,h=512]",D053,val
"D53_HE [d=5,x=4982,y=10217,w=3359,h=3969] [d=1,x=256,y=0,w=512,h=512]",D053,val
"D53_HE [d=5,x=4982,y=10217,w=3359,h=3969] [d=1,x=256,y=256,w=512,h=512]",D053,train
"D53_HE [d=5,x=4982,y=10217,w=3359,h=3969] [d=1,x=256,y=512,w=512,h=512]",D053,train
"D53_HE [d=5,x=4982,y=10217,w=3359,h=3969] [d=1,x=256,y=768,w=512,h=512]",D053,train
"D53_HE [d=5,x=4982,y=10217,w=3359,h=3969] [d=1,x=512,y=0,w=512,h=512]",D053,train
"D53_HE [d=5,x=4982,y=10217,w=3359,h=3969] [d=1,x=512,y=256,w=512,h=512]",D053,val
"D53_HE [d=5,x=4982,y=10217,w=3359,h=3969] [d=1,x=512,y=512,w=512,h=512]",D053,train
"D53_HE [d=5,x=4982,y=10217,w=3359,h=3969] [d=1,x=512,y=768,w=512,h=512]",D053,train
"D54_HE [d=5,x=13674,y=40007,w=2742,h=3044] [d=1,x=0,y=0,w=512,h=512]",D054,train
"D54_HE [d=5,x=13674,y=40007,w=2742,h=3044] [d=1,x=0,y=256,w=512,h=512]",D054,train
"D54_HE [d=5,x=13674,y=40007,w=2742,h=3044] [d=1,x=0,y=512,w=512,h=512]",D054,train
"D54_HE [d=5,x=13674,y=40007,w=2742,h=3044] [d=1,x=256,y=0,w=512,h=512]",D054,train
"D54_HE [d=5,x=13674,y=40007,w=2742,h=3044] [d=1,x=256,y=256,w=512,h=512]",D054,train
"D54_HE [d=5,x=13674,y=40007,w=2742,h=3044] [d=1,x=256,y=512,w=512,h=512]",D054,train
"D54_HE [d=5,x=13674,y=40007,w=2742,h=3044] [d=1,x=512,y=0,w=512,h=512]",D054,train
"D54_HE [d=5,x=13674,y=40007,w=2742,h=3044] [d=1,x=512,y=256,w=512,h=512]",D054,train
"D54_HE [d=5,x=13674,y=40007,w=2742,h=3044] [d=1,x=512,y=512,w=512,h=512]",D054,train
"D54_HE [d=5,x=59450,y=12178,w=5000,h=3920] [d=1,x=0,y=0,w=512,h=512]",D054,train
"D54_HE [d=5,x=59450,y=12178,w=5000,h=3920] [d=1,x=0,y=256,w=512,h=512]",D054,train
"D54_HE [d=5,x=59450,y=12178,w=5000,h=3920] [d=1,x=0,y=512,w=512,h=512]",D054,train
"D54_HE [d=5,x=59450,y=12178,w=5000,h=3920] [d=1,x=0,y=768,w=512,h=512]",D054,val
"D54_HE [d=5,x=59450,y=12178,w=5000,h=3920] [d=1,x=256,y=0,w=512,h=512]",D054,train
"D54_HE [d=5,x=59450,y=12178,w=5000,h=3920] [d=1,x=256,y=256,w=512,h=512]",D054,train
"D54_HE [d=5,x=59450,y=12178,w=5000,h=3920] [d=1,x=256,y=512,w=512,h=512]",D054,train
"D54_HE [d=5,x=59450,y=12178,w=5000,h=3920] [d=1,x=256,y=768,w=512,h=512]",D054,train
